"MUSIC","TOTAL1","COUNTS","BOOK_CD","CHAPTER_CD","VERSE_CD","SEQ_NO","NOTES","SYLL_VERSE"
"B g f# rev,e ",1,1,"PSALMS","150","006",27,"B g f e ",11
"g B ^A ger-rev,e ",80,15,"PROVERBS","001","001",28,"g B ^A e ",13
"g B ^A f# ger-rev,e ",36,5,"PROVERBS","001","003",28,"g B ^A f e ",16
"e B B ^A ger-rev,B e ",65,10,"PROVERBS","001","004",28,"e B ^A B e ",15
"e B g B ^A f# ger-rev,f# e ",51,18,"PROVERBS","001","007",28,"e B g B ^A f e ",18
"e B g B ^A ger-rev,f# e ",74,31,"PROVERBS","001","008",28,"e B g B ^A f e ",18
"C C shl,ill,^A ger-rev,e ",1,1,"PROVERBS","001","009",28,"C ^A e ",19
"e paz,f# ger-rev,e ",2,1,"PROVERBS","001","010",28,"e f e ",13
"g B ^A ger-rev,B e ",65,17,"PROVERBS","001","012",28,"g B ^A B e ",14
"e B B ^A g B e ",125,23,"PROVERBS","001","013",28,"e B ^A g B e ",14
"g B B ^A f# ger-rev,f# e ",1,1,"PROVERBS","001","014",28,"g B ^A f e ",18
"B g B ^A e ger-rev,e ",1,1,"PROVERBS","001","016",28,"B g B ^A e ",16
"e g B ^A ger-rev,f# e ",49,12,"PROVERBS","001","017",28,"e g B ^A f e ",17
"g B ^A ger-rev,e ",80,15,"PROVERBS","001","018",28,"g B ^A e ",16
"rev,g B e ^A g B e ",1,1,"PROVERBS","001","019",28,"g B e ^A g B e ",17
"e f# rev,ole,f# g f# rev,f# e ",3,1,"PROVERBS","001","021",28,"e f g f e ",21
"e B tsi,e ole,f# rev,g B ^A ger-rev,e ",1,1,"PROVERBS","001","022",28,"e B e f g B ^A e ",29
"B g ^A f# ger-rev,B e ",6,5,"PROVERBS","001","024",28,"B g ^A f B e ",18
"e f# ^A ger-rev,B e ",39,10,"PROVERBS","001","025",28,"e f ^A B e ",16
"e g B ^A ger-rev,B e ",21,6,"PROVERBS","001","026",28,"e g B ^A B e ",15
"e C qad,rev,g B ^A f# ger-rev,f# e ",2,1,"PROVERBS","001","027",28,"e C g B ^A f e ",27
"g B ^A f# ger-rev,B e ",20,5,"PROVERBS","001","029",28,"g B ^A f B e ",16
"e f# ^A ger-rev,e ",55,5,"PROVERBS","001","030",28,"e f ^A e ",14
"g B ^A e g B e ",5,2,"PROVERBS","001","031",28,"g B ^A e g B e ",17
"g B ^A ger-rev,f# e ",124,24,"PROVERBS","002","001",28,"g B ^A f e ",16
"C B B ^A ger-rev,f# e ",8,2,"PROVERBS","002","003",28,"C B ^A f e ",15
"e f# ^A e f# e ",13,1,"PROVERBS","002","004",28,"e f ^A e f e ",17
"rev,g B ^A g B e ",5,4,"PROVERBS","002","005",28,"g B ^A g B e ",15
"e B g ^A ger-rev,B e ",35,10,"PROVERBS","002","007",28,"e B g ^A B e ",14
"g B ^A g B e ",135,22,"PROVERBS","002","008",28,"g B ^A g B e ",14
"rev,g B ^A ger-rev,e ",2,1,"PROVERBS","002","009",28,"g B ^A e ",16
"e B B ^A ger-rev,e f# e ",10,3,"PROVERBS","002","010",28,"e B ^A e f e ",18
"g B B ^A ger-rev,f# e ",5,2,"PROVERBS","002","012",28,"g B ^A f e ",16
"g B B ^A ger-rev,e ",1,1,"PROVERBS","002","013",28,"g B ^A e ",15
"e B B ^A ger-rev,e ",84,14,"PROVERBS","002","015",28,"e B ^A e ",16
"g B B ^A ger-rev,f# e ",5,2,"PROVERBS","002","016",28,"g B ^A f e ",21
"g B ^A g B e ",135,22,"PROVERBS","002","017",28,"g B ^A g B e ",21
"C B B ^A ger-rev,e ",2,1,"PROVERBS","002","018",28,"C B ^A e ",18
"e g B ^A e ger-rev,f# e ",4,2,"PROVERBS","002","019",28,"e g B ^A e f e ",17
"e rev,g B ^A g B e ",17,8,"PROVERBS","002","020",28,"e g B ^A g B e ",18
"e f# ^A ger-rev,f# e ",87,21,"PROVERBS","002","021",28,"e f ^A f e ",16
"g B ^A ger-rev,f# e ",124,24,"PROVERBS","002","022",28,"g B ^A f e ",18
"g B ^A ger-rev,f# e ",124,24,"PROVERBS","003","001",28,"g B ^A f e ",17
"C B g B ^A ger-rev,f# e ",3,1,"PROVERBS","003","002",28,"C B g B ^A f e ",16
"f# rev,e ole,f# f# ^A ger-rev,f# e ",1,1,"PROVERBS","003","003",28,"f e f ^A f e ",26
"e g e ^A g B e ",1,1,"PROVERBS","003","004",28,"e g e ^A g B e ",16
"e B g ^A e ger-rev,e ",3,1,"PROVERBS","003","005",28,"e B g ^A e ",19
"e f# ^A ger-rev,f# e ",87,21,"PROVERBS","003","006",28,"e f ^A f e ",18
"e B B ^A f# ger-rev,B e ",18,2,"PROVERBS","003","007",28,"e B ^A f B e ",18
"g B ^A ger-rev,e ",80,15,"PROVERBS","003","008",28,"g B ^A e ",16
"e B g ^A ger-rev,e ",52,5,"PROVERBS","003","009",28,"e B g ^A e ",19
"e B B ^A ger-rev,f# e ",110,15,"PROVERBS","003","010",28,"e B ^A f e ",20
"e B g B ^A ger-rev,e ",27,7,"PROVERBS","003","011",28,"e B g B ^A e ",17
"C f# B B B ^A ger-rev,f# e ",1,1,"PROVERBS","003","012",28,"C f B ^A f e ",18
"e B g B ^A ger-rev,f# e ",74,31,"PROVERBS","003","013",28,"e B g B ^A f e ",16
"C B g ^A ger-rev,e ",4,4,"PROVERBS","003","014",28,"C B g ^A e ",16
"e B g ^A ger-rev,B e ",35,10,"PROVERBS","003","015",28,"e B g ^A B e ",17
"B g e ^A ger-rev,B e ",2,1,"PROVERBS","003","016",28,"B g e ^A B e ",15
"e f# ^A e g B e ",12,3,"PROVERBS","003","017",28,"e f ^A e g B e ",17
"e B g B ^A e f# e ",8,2,"PROVERBS","003","018",28,"e B g B ^A e f e ",17
"e rev,f# ^A f# ger-rev,e ",4,2,"PROVERBS","003","019",28,"e f ^A f e ",17
"g B ^A ger-rev,e ",80,15,"PROVERBS","003","020",28,"g B ^A e ",16
"g B ^A f# ger-rev,e ",36,5,"PROVERBS","003","021",28,"g B ^A f e ",18
"e B B ^A ger-rev,e ",84,14,"PROVERBS","003","022",28,"e B ^A e ",17
"C B B ^A ger-rev,B e ",12,3,"PROVERBS","003","023",28,"C B ^A B e ",16
"e f# e ^A ger-rev,e f# e ",2,1,"PROVERBS","003","024",28,"e f e ^A e f e ",17
"e g B ^A f# ger-rev,B e ",22,12,"PROVERBS","003","025",28,"e g B ^A f B e ",18
"e g B ^A g B e ",66,20,"PROVERBS","003","026",28,"e g B ^A g B e ",18
"e f# ^A qad,g B e ",1,1,"PROVERBS","003","027",28,"e f ^A g B e ",16
"e zar,C qad,B g f# rev,B e ",1,1,"PROVERBS","003","028",28,"e C B g f B e ",19
"e B B ^A e g B e ",6,2,"PROVERBS","003","029",28,"e B ^A e g B e ",19
"e B B ^A g B e ",125,23,"PROVERBS","003","030",28,"e B ^A g B e ",15
"e g B ^A ger-rev,e ",27,6,"PROVERBS","003","031",28,"e g B ^A e ",17
"e B g B ^A g B e ",98,44,"PROVERBS","003","033",28,"e B g B ^A g B e ",17
"e f# e ^A ger-rev,e ",2,2,"PROVERBS","003","034",28,"e f e ^A e ",15
"g B ^A ger-rev,f# e ",124,24,"PROVERBS","003","035",28,"g B ^A f e ",15
"e B g B ^A ger-rev,f# e ",74,31,"PROVERBS","004","001",28,"e B g B ^A f e ",16
"C B g B ^A e ger-rev,e ",1,1,"PROVERBS","004","002",28,"C B g B ^A e ",17
"e g B ^A f# ger-rev,f# e ",21,10,"PROVERBS","004","003",28,"e g B ^A f e ",16
"e rev,f# rev,e f# ^A g B e ",1,1,"PROVERBS","004","004",28,"e f e f ^A g B e ",23
"e B g B ^A f# ger-rev,e ",39,19,"PROVERBS","004","005",28,"e B g B ^A f e ",18
"e f# ^A f# e ",7,1,"PROVERBS","004","006",28,"e f ^A f e ",18
"e B g B ^A ger-rev,B e ",39,14,"PROVERBS","004","007",28,"e B g B ^A B e ",17
"e f# e ^A ger-rev,B e ",6,1,"PROVERBS","004","008",28,"e f e ^A B e ",17
"e B g ^A g B e ",67,15,"PROVERBS","004","009",28,"e B g ^A g B e ",18
"e B g B ^A f# ger-rev,B e ",40,16,"PROVERBS","004","010",28,"e B g B ^A f B e ",18
"e B g ^A ger-rev,e ",52,5,"PROVERBS","004","011",28,"e B g ^A e ",19
"g B ^A ger-rev,B e ",65,17,"PROVERBS","004","012",28,"g B ^A B e ",19
"e B B ^A ger-rev,f# e ",110,15,"PROVERBS","004","013",28,"e B ^A f e ",17
"e B g ^A ger-rev,B e ",35,10,"PROVERBS","004","014",28,"e B g ^A B e ",19
"C B g B ^A e f# ger-rev,f# e ",1,1,"PROVERBS","004","016",28,"C B g B ^A e f e ",21
"e B g B ^A f# ger-rev,f# e ",51,18,"PROVERBS","004","018",28,"e B g B ^A f e ",19
"B g ^A f# ger-rev,f# e ",5,5,"PROVERBS","004","019",28,"B g ^A f e ",18
"g B ^A ger-rev,e ",80,15,"PROVERBS","004","020",28,"g B ^A e ",16
"e B g ^A e f# e ",7,3,"PROVERBS","004","022",28,"e B g ^A e f e ",15
"e g B ^A e ger-rev,f# e ",4,2,"PROVERBS","004","023",28,"e g B ^A e f e ",17
"e B g B ^A f# ger-rev,f# e ",51,18,"PROVERBS","004","024",28,"e B g B ^A f e ",18
"g B ^A e f# e ",15,3,"PROVERBS","004","026",28,"g B ^A e f e ",16
"e f# ^A g B e ",82,18,"PROVERBS","004","027",28,"e f ^A g B e ",14
"g B ^A ger-rev,e ",80,15,"PROVERBS","005","001",28,"g B ^A e ",17
"C B g B ^A g B e ",4,2,"PROVERBS","005","003",28,"C B g B ^A g B e ",18
"g B e ^A ger-rev,B e ",3,3,"PROVERBS","005","004",28,"g B e ^A B e ",18
"g B ^A ger-rev,f# e ",124,24,"PROVERBS","005","005",28,"g B ^A f e ",16
"e B g ^A ger-rev,e ",52,5,"PROVERBS","005","007",28,"e B g ^A e ",17
"e B B ^A ger-rev,f# e ",110,15,"PROVERBS","005","008",28,"e B ^A f e ",18
"e B B ^A ger-rev,e ",84,14,"PROVERBS","005","009",28,"e B ^A e ",18
"e rev,g B ^A ger-rev,f# e ",11,2,"PROVERBS","005","012",28,"e g B ^A f e ",18
"e g B ^A ger,e rev,f# e ",1,1,"PROVERBS","005","013",28,"e g B ^A e f e ",19
"e f# ^A ger-rev,f# e ",87,21,"PROVERBS","005","015",28,"e f ^A f e ",17
"e B B ^A ger-rev,e ",84,14,"PROVERBS","005","016",28,"e B ^A e ",17
"e f# ^A g B e ",82,18,"PROVERBS","005","017",28,"e f ^A g B e ",15
"e f# rev,e ole,f# g B ^A ger-rev,f# e ",1,1,"PROVERBS","005","019",28,"e f e f g B ^A f e ",30
"e C B B ^A ger-rev,B e ",2,1,"PROVERBS","005","020",28,"e C B ^A B e ",17
"e rev,f# ^A f# ger-rev,e ",4,2,"PROVERBS","005","022",28,"e f ^A f e ",21
"rev,g B ^A g B e ",5,4,"PROVERBS","005","023",28,"g B ^A g B e ",14
"g B ^A g B e ",135,22,"PROVERBS","006","001",28,"g B ^A g B e ",18
"e f# ^A ger-rev,e ",55,5,"PROVERBS","006","002",28,"e f ^A e ",16
"e B B ^A ger-rev,e ",84,14,"PROVERBS","006","004",28,"e B ^A e ",17
"g B ^A ger-rev,f# e ",124,24,"PROVERBS","006","005",28,"g B ^A f e ",14
"e f# ^A g B e ",82,18,"PROVERBS","006","006",28,"e f ^A g B e ",16
"e g e f# rev,f# e ",2,1,"PROVERBS","006","007",28,"e g e f e ",11
"e B B ^A f# ger-rev,e ",47,9,"PROVERBS","006","008",28,"e B ^A f e ",16
"e B g B ^A shl,g B e ",6,2,"PROVERBS","006","010",28,"e B g B ^A g B e ",18
"e f# ^A ger-rev,B e ",39,10,"PROVERBS","006","011",28,"e f ^A B e ",16
"e qad,rev,B B ^A f# e ",1,1,"PROVERBS","006","014",28,"e B ^A f e ",19
"e rev,g B ^A f# ger-rev,B e ",4,3,"PROVERBS","006","015",28,"e g B ^A f B e ",17
"e B g B ^A ger-rev,f# e ",74,31,"PROVERBS","006","017",28,"e B g B ^A f e ",18
"rev,g B ^A f# ger-rev,f# e ",1,1,"PROVERBS","006","018",28,"g B ^A f e ",20
"e B g B ^A f# ger-rev,B e ",40,16,"PROVERBS","006","019",28,"e B g B ^A f B e ",19
"e B B ^A ger-rev,e ",84,14,"PROVERBS","006","021",28,"e B ^A e ",15
"e qad,ill,rev,g B ^A ger-rev,B e ",1,1,"PROVERBS","006","022",28,"e g B ^A B e ",28
"C B g B ^A f# ger-rev,f# e ",5,1,"PROVERBS","006","023",28,"C B g B ^A f e ",17
"e B g ^A ger,e rev,e ",2,1,"PROVERBS","006","025",28,"e B g ^A e ",20
"C f# rev,e ole,f# f# ^A g B e ",1,1,"PROVERBS","006","026",28,"C f e f ^A g B e ",23
"e C shl,ill,^A ger-rev,B e ",1,1,"PROVERBS","006","027",28,"e C ^A B e ",16
"rev,g B ^A f# ger-rev,e f# e ",1,1,"PROVERBS","006","029",28,"g B ^A f e f e ",19
"e B g B ^A f# ger-rev,B e ",40,16,"PROVERBS","006","030",28,"e B g B ^A f B e ",18
"e B B ^A e f# ger-rev,B e ",3,2,"PROVERBS","006","032",28,"e B ^A e f B e ",16
"e f# ^A ger-rev,B e ",39,10,"PROVERBS","006","033",28,"e f ^A B e ",15
"e f# ^A ger-rev,B e ",39,10,"PROVERBS","006","034",28,"e f ^A B e ",15
"g B ^A ger-rev,f# e ",124,24,"PROVERBS","007","001",28,"g B ^A f e ",15
"e B B ^A ger-rev,f# e ",110,15,"PROVERBS","007","002",28,"e B ^A f e ",17
"e f# ^A ger-rev,f# e ",87,21,"PROVERBS","007","003",28,"e f ^A f e ",16
"g B ^A ger-rev,f# e ",124,24,"PROVERBS","007","005",28,"g B ^A f e ",20
"g B ^A g B e ",135,22,"PROVERBS","007","006",28,"g B ^A g B e ",14
"e B g B ^A g B e ",98,44,"PROVERBS","007","008",28,"e B g B ^A g B e ",15
"e B g ^A f# ger-rev,f# e ",16,6,"PROVERBS","007","010",28,"e B g ^A f e ",15
"e B B ^A ger-rev,f# e ",110,15,"PROVERBS","007","011",28,"e B ^A f e ",18
"C rev,f# ^A g B e ",1,1,"PROVERBS","007","012",28,"C f ^A g B e ",18
"e B g B ^A f# ger-rev,B e ",40,16,"PROVERBS","007","013",28,"e B g B ^A f B e ",20
"e B B ^A ger-rev,f# e ",110,15,"PROVERBS","007","014",28,"e B ^A f e ",15
"e g B ^A f# ger-rev,e ",20,8,"PROVERBS","007","015",28,"e g B ^A f e ",20
"g B ^A ger-rev,f# e ",124,24,"PROVERBS","007","016",28,"g B ^A f e ",16
"f# ^A f# ger-rev,e ",1,1,"PROVERBS","007","017",28,"f ^A f e ",13
"e C B g ^A ger-rev,e ",1,1,"PROVERBS","007","018",28,"e C B g ^A e ",17
"C B B ^A ger-rev,B e ",12,3,"PROVERBS","007","019",28,"C B ^A B e ",15
"e g B ^A f# ger-rev,f# e ",21,10,"PROVERBS","007","020",28,"e g B ^A f e ",19
"g B ^A f# ger-rev,e ",36,5,"PROVERBS","007","021",28,"g B ^A f e ",18
"C f# rev,ole,f# g B ^A ger-rev,f# e ",2,2,"PROVERBS","007","022",28,"C f g B ^A f e ",23
"C d paz,e rev,B B ^A ger-rev,e f# e ",1,1,"PROVERBS","007","023",28,"C d e B ^A e f e ",24
"e B g ^A ger-rev,e ",52,5,"PROVERBS","007","024",28,"e B g ^A e ",16
"e B B ^A ger,e ",2,1,"PROVERBS","007","025",28,"e B ^A e ",19
"e B B ^A ger-rev,e ",84,14,"PROVERBS","007","026",28,"e B ^A e ",18
"e B B ^A ger-rev,e ",84,14,"PROVERBS","007","027",28,"e B ^A e ",13
"e f# ^A ger-rev,f# e ",87,21,"PROVERBS","008","001",28,"e f ^A f e ",13
"e f# ^A g B e ",82,18,"PROVERBS","008","002",28,"e f ^A g B e ",16
"e f# ^A g B e ",82,18,"PROVERBS","008","003",28,"e f ^A g B e ",17
"e B B ^A ger-rev,f# e ",110,15,"PROVERBS","008","004",28,"e B ^A f e ",15
"e B B ^A ger-rev,f# e ",110,15,"PROVERBS","008","005",28,"e B ^A f e ",15
"g e B ^A f# ger-rev,e ",2,1,"PROVERBS","008","006",28,"g e B ^A f e ",18
"e g B ^A g B e ",66,20,"PROVERBS","008","007",28,"e g B ^A g B e ",16
"e f# ^A f# ger-rev,f# e ",18,6,"PROVERBS","008","008",28,"e f ^A f e ",15
"e B g ^A ger-rev,B e ",35,10,"PROVERBS","008","009",28,"e B g ^A B e ",16
"e f# ^A ger-rev,f# e ",87,21,"PROVERBS","008","010",28,"e f ^A f e ",17
"e B g ^A ger-rev,B e ",35,10,"PROVERBS","008","011",28,"e B g ^A B e ",17
"e g B ^A g B e ",66,20,"PROVERBS","008","012",28,"e g B ^A g B e ",17
"e B tsi,e ole,f# zar,C qad,B g qad,ill,e ",1,1,"PROVERBS","008","013",28,"e B e f C B g e ",24
"e g ^A f# ger-rev,B e ",6,2,"PROVERBS","008","014",28,"e g ^A f B e ",15
"g B ^A ger-rev,B e ",65,17,"PROVERBS","008","015",28,"g B ^A B e ",15
"g B ^A ger-rev,f# e ",124,24,"PROVERBS","008","016",28,"g B ^A f e ",14
"g B ^A ger-rev,e ",80,15,"PROVERBS","008","017",28,"g B ^A e ",15
"e f# ^A f# ger-rev,e ",42,8,"PROVERBS","008","018",28,"e f ^A f e ",13
"e f# ^A ger-rev,f# e ",87,21,"PROVERBS","008","020",28,"e f ^A f e ",16
"e g f# ^A g B e ",1,1,"PROVERBS","008","021",28,"e g f ^A g B e ",15
"e rev,g B ^A g B e ",17,8,"PROVERBS","008","022",28,"e g B ^A g B e ",16
"g f# rev,e ",2,1,"PROVERBS","008","023",28,"g f e ",13
"e f# ^A f# ger-rev,e ",42,8,"PROVERBS","008","024",28,"e f ^A f e ",18
"e B B ^A g B e ",125,23,"PROVERBS","008","025",28,"e B ^A g B e ",16
"e B g B ^A ger-rev,f# e ",74,31,"PROVERBS","008","026",28,"e B g B ^A f e ",15
"e B g B ^A f# ger-rev,f# e ",51,18,"PROVERBS","008","027",28,"e B g B ^A f e ",18
"e B B ^A ger-rev,f# e ",110,15,"PROVERBS","008","028",28,"e B ^A f e ",16
"e zar,C qad,rev,g B e ^A ger-rev,B e ",1,1,"PROVERBS","008","029",28,"e C g B e ^A B e ",21
"e f# rev,ole,f# B g C ^A g B e ",1,1,"PROVERBS","008","030",28,"e f B g C ^A g B e ",26
"g B ^A ger-rev,f# e ",124,24,"PROVERBS","008","031",28,"g B ^A f e ",19
"e B g ^A ger-rev,f# e ",54,12,"PROVERBS","008","032",28,"e B g ^A f e ",17
"e g f# rev,e ",2,1,"PROVERBS","008","033",28,"e g f e ",13
"f# e tsi,d e ole,f# B g C ^A ger-rev,f# e ",1,1,"PROVERBS","008","034",28,"f e d e f B g C ^A f e ",24
"B g B ^A f# ger-rev,e ",13,8,"PROVERBS","008","035",28,"B g B ^A f e ",15
"g B ^A ger-rev,B e ",65,17,"PROVERBS","008","036",28,"g B ^A B e ",16
"g B ^A g B e ",135,22,"PROVERBS","009","001",28,"g B ^A g B e ",14
"e B g B ^A ger-rev,f# e ",74,31,"PROVERBS","009","002",28,"e B g B ^A f e ",14
"g B e ^A ger-rev,B e ",3,3,"PROVERBS","009","005",28,"g B e ^A B e ",17
"e B B e ^A ger-rev,B e ",1,1,"PROVERBS","009","006",28,"e B e ^A B e ",15
"C qad,rev,B e B ^A g B e ",1,1,"PROVERBS","009","007",28,"C B e B ^A g B e ",18
"B g ^A f# ger-rev,B e ",6,5,"PROVERBS","009","009",28,"B g ^A f B e ",18
"e B g B ^A g B e ",98,44,"PROVERBS","009","010",28,"e B g B ^A g B e ",17
"e g B ^A f# ger-rev,B e ",22,12,"PROVERBS","009","011",28,"e g B ^A f B e ",17
"B g ^A ger-rev,f# e ",10,3,"PROVERBS","009","013",28,"B g ^A f e ",16
"g B ^A ger-rev,B e ",65,17,"PROVERBS","009","014",28,"g B ^A B e ",16
"e f# e ^A e ger-rev,e ",3,1,"PROVERBS","009","015",28,"e f e ^A e ",13
"e f# ^A g B e ",82,18,"PROVERBS","009","017",28,"e f ^A g B e ",16
"e g e B ^A g B e ",1,1,"PROVERBS","009","018",28,"e g e B ^A g B e ",18
"e rev,ole,f# B g ^A f# ger-rev,f# e ",1,1,"PROVERBS","010","001",28,"e f B g ^A f e ",20
"e B g B ^A g B e ",98,44,"PROVERBS","010","003",28,"e B g B ^A g B e ",17
"rev,f# ^A g B e ",3,2,"PROVERBS","010","004",28,"f ^A g B e ",16
"g B ^A f# ger-rev,f# e ",15,4,"PROVERBS","010","006",28,"g B ^A f e ",17
"B g ^A g B e ",13,5,"PROVERBS","010","007",28,"B g ^A g B e ",14
"e g B ^A f# ger-rev,e ",20,8,"PROVERBS","010","008",28,"e g B ^A f e ",17
"e B g B ^A f# ger-rev,e ",39,19,"PROVERBS","010","009",28,"e B g B ^A f e ",18
"g B ^A f# ger-rev,f# e ",15,4,"PROVERBS","010","012",28,"g B ^A f e ",20
"e f# ^A e ger,f# e ",1,1,"PROVERBS","010","014",28,"e f ^A e f e ",18
"B g B ^A g B e ",29,16,"PROVERBS","010","015",28,"B g B ^A g B e ",14
"e B B ^A g B e ",125,23,"PROVERBS","010","016",28,"e B ^A g B e ",16
"e B g ^A f# ger-rev,B e ",9,3,"PROVERBS","010","018",28,"e B g ^A f B e ",17
"e B g B ^A g B e ",98,44,"PROVERBS","010","019",28,"e B g B ^A g B e ",18
"e B g B ^A ger-rev,f# e ",74,31,"PROVERBS","010","021",28,"e B g B ^A f e ",19
"e B g B ^A e g B e ",3,2,"PROVERBS","010","022",28,"e B g B ^A e g B e ",16
"e B g B ^A g B e ",98,44,"PROVERBS","010","024",28,"e B g B ^A g B e ",19
"e B g B ^A ger-rev,B e ",39,14,"PROVERBS","010","025",28,"e B g B ^A B e ",16
"e C rev,f# ^A f# ger-rev,e ",2,1,"PROVERBS","010","026",28,"e C f ^A f e ",22
"e B B ^A g B e ",125,23,"PROVERBS","010","028",28,"e B ^A g B e ",16
"e B g B ^A ger-rev,B e ",39,14,"PROVERBS","010","029",28,"e B g B ^A B e ",17
"e B B ^A ger-rev,B e ",65,10,"PROVERBS","010","030",28,"e B ^A B e ",17
"e B g B ^A f# ger-rev,e ",39,19,"PROVERBS","010","032",28,"e B g B ^A f e ",16
"e B g B ^A g B e ",98,44,"PROVERBS","011","001",28,"e B g B ^A g B e ",18
"e B B ^A g B e ",125,23,"PROVERBS","011","003",28,"e B ^A g B e ",15
"e B g B ^A ger-rev,f# e ",74,31,"PROVERBS","011","004",28,"e B g B ^A f e ",16
"e B g B ^A ger-rev,f# e ",74,31,"PROVERBS","011","005",28,"e B g B ^A f e ",17
"e C B g B ^A g B e ",6,2,"PROVERBS","011","007",28,"e C B g B ^A g B e ",19
"g B ^A g B e ",135,22,"PROVERBS","011","008",28,"g B ^A g B e ",15
"e B g B ^A f# ger-rev,e ",39,19,"PROVERBS","011","011",28,"e B g B ^A f e ",18
"e f# ^A g B e ",82,18,"PROVERBS","011","012",28,"e f ^A g B e ",16
"e B g ^A ger-rev,B e ",35,10,"PROVERBS","011","014",28,"e B g ^A B e ",15
"e g B ^A g B e ",66,20,"PROVERBS","011","015",28,"e g B ^A g B e ",16
"e g B ^A ger-rev,e ",27,6,"PROVERBS","011","016",28,"e g B ^A e ",16
"e rev,f# ^A f# ger-rev,B e ",2,1,"PROVERBS","011","018",28,"e f ^A f B e ",20
"e f# ^A g B e ",82,18,"PROVERBS","011","019",28,"e f ^A g B e ",15
"e B g ^A ger-rev,B e ",35,10,"PROVERBS","011","020",28,"e B g ^A B e ",16
"B g B ^A f# ger-rev,B e ",14,11,"PROVERBS","011","022",28,"B g B ^A f B e ",17
"e B B ^A g B e ",125,23,"PROVERBS","011","023",28,"e B ^A g B e ",15
"B g f# ^A f# ger-rev,e ",1,1,"PROVERBS","011","024",28,"B g f ^A f e ",18
"B e g B ^A ger-rev,B e ",2,2,"PROVERBS","011","026",28,"B e g B ^A B e ",16
"B e g B ^A g B e ",1,1,"PROVERBS","011","027",28,"B e g B ^A g B e ",17
"e B g ^A f# ger-rev,e ",24,4,"PROVERBS","011","029",28,"e B g ^A f e ",17
"e g B ^A g B e ",66,20,"PROVERBS","011","030",28,"e g B ^A g B e ",16
"B g B ^A ger-rev,e f# e ",2,2,"PROVERBS","011","031",28,"B g B ^A e f e ",16
"rev,B g ^A g B e ",1,1,"PROVERBS","012","002",28,"B g ^A g B e ",16
"e B B ^A f# ger-rev,e ",47,9,"PROVERBS","012","003",28,"e B ^A f e ",17
"e g B ^A g B e ",66,20,"PROVERBS","012","004",28,"e g B ^A g B e ",19
"e B B ^A g B e ",125,23,"PROVERBS","012","005",28,"e B ^A g B e ",16
"e B B ^A f# ger-rev,e ",47,9,"PROVERBS","012","006",28,"e B ^A f e ",16
"e B B ^A g B e ",125,23,"PROVERBS","012","007",28,"e B ^A g B e ",16
"e g ^A ger-rev,f# e ",9,2,"PROVERBS","012","008",28,"e g ^A f e ",17
"B g B ^A ger-rev,e ",10,4,"PROVERBS","012","009",28,"B g B ^A e ",16
"e B g B ^A e f# ger-rev,e ",10,1,"PROVERBS","012","010",28,"e B g B ^A e f e ",20
"e B g e ^A g B e ",3,1,"PROVERBS","012","011",28,"e B g e ^A g B e ",17
"e B g B ^A g B e ",98,44,"PROVERBS","012","012",28,"e B g B ^A g B e ",16
"e B g B ^A g B e ",98,44,"PROVERBS","012","013",28,"e B g B ^A g B e ",17
"e B g ^A f# ger-rev,f# e ",16,6,"PROVERBS","012","014",28,"e B g ^A f e ",16
"B g B ^A g B e ",29,16,"PROVERBS","012","015",28,"B g B ^A g B e ",18
"e rev,g B ^A g B e ",17,8,"PROVERBS","012","016",28,"e g B ^A g B e ",16
"e B g B ^A g B e ",98,44,"PROVERBS","012","017",28,"e B g B ^A g B e ",17
"B g B ^A g B e ",29,16,"PROVERBS","012","018",28,"B g B ^A g B e ",16
"e g B ^A ger-rev,B e ",21,6,"PROVERBS","012","019",28,"e g B ^A B e ",17
"g B ^A e g B e ",5,2,"PROVERBS","012","020",28,"g B ^A e g B e ",15
"e B B ^A ger-rev,B e ",65,10,"PROVERBS","012","021",28,"e B ^A B e ",16
"e B g ^A g B e ",67,15,"PROVERBS","012","022",28,"e B g ^A g B e ",18
"e B g B ^A f# ger-rev,f# e ",51,18,"PROVERBS","012","023",28,"e B g B ^A f e ",18
"e f# ^A ger-rev,f# e ",87,21,"PROVERBS","012","024",28,"e f ^A f e ",13
"e B B ^A g B e ",125,23,"PROVERBS","012","025",28,"e B ^A g B e ",17
"e B B ^A g B e ",125,23,"PROVERBS","012","027",28,"e B ^A g B e ",17
"e f# ^A g B e ",82,18,"PROVERBS","012","028",28,"e f ^A g B e ",17
"B g B ^A ger-rev,f# e ",20,10,"PROVERBS","013","001",28,"B g B ^A f e ",14
"e B g B ^A g B e ",98,44,"PROVERBS","013","002",28,"e B g B ^A g B e ",14
"e B g B ^A f# ger-rev,e ",39,19,"PROVERBS","013","003",28,"e B g B ^A f e ",16
"e B g B ^A g B e ",98,44,"PROVERBS","013","004",28,"e B g B ^A g B e ",18
"e g B ^A ger-rev,f# e ",49,12,"PROVERBS","013","005",28,"e g B ^A f e ",16
"g B ^A ger-rev,f# e ",124,24,"PROVERBS","013","006",28,"g B ^A f e ",16
"B g B ^A ger-rev,B e ",13,9,"PROVERBS","013","007",28,"B g B ^A B e ",13
"B B ^A ger-rev,f# e ",3,2,"PROVERBS","013","008",28,"B ^A f e ",15
"e f# ^A g B e ",82,18,"PROVERBS","013","009",28,"e f ^A g B e ",13
