"MUSIC","TOTAL1","COUNTS","BOOK_CD","CHAPTER_CD","VERSE_CD","SEQ_NO","NOTES","SYLL_VERSE"
"e g B ^A g B e ",66,20,"PROVERBS","013","010",28,"e g B ^A g B e ",15
"g B ^A g B e ",135,22,"PROVERBS","013","011",28,"g B ^A g B e ",13
"e B g ^A f# ger-rev,f# e ",16,6,"PROVERBS","013","012",28,"e B g ^A f e ",20
"B g B ^A f# ger-rev,B e ",14,11,"PROVERBS","013","013",28,"B g B ^A f B e ",16
"e B g B ^A ger-rev,f# e ",74,31,"PROVERBS","013","014",28,"e B g B ^A f e ",15
"e g ^A g B e ",9,2,"PROVERBS","013","015",28,"e g ^A g B e ",13
"e B g B ^A g B e ",98,44,"PROVERBS","013","017",28,"e B g B ^A g B e ",15
"B g B ^A g B e ",29,16,"PROVERBS","013","018",28,"B g B ^A g B e ",18
"e B g B ^A f# ger-rev,B e ",40,16,"PROVERBS","013","019",28,"e B g B ^A f B e ",21
"e B B ^A g B e ",125,23,"PROVERBS","013","020",28,"e B ^A g B e ",17
"g B ^A ger-rev,e ",80,15,"PROVERBS","013","021",28,"g B ^A e ",17
"rev,f# e ^A f# ger-rev,B e ",1,1,"PROVERBS","013","022",28,"f e ^A f B e ",16
"e g B ^A f# ger-rev,B e ",22,12,"PROVERBS","013","023",28,"e g B ^A f B e ",14
"e B g B ^A ger-rev,f# e ",74,31,"PROVERBS","013","024",28,"e B g B ^A f e ",17
"e rev,g B ^A g B e ",17,8,"PROVERBS","013","025",28,"e g B ^A g B e ",17
"e B g B ^A ger-rev,f# e ",74,31,"PROVERBS","014","001",28,"e B g B ^A f e ",20
"e g B ^A f# ger-rev,e ",20,8,"PROVERBS","014","003",28,"e g B ^A f e ",18
"e B g B ^A ger-rev,B e ",39,14,"PROVERBS","014","004",28,"e B g B ^A B e ",17
"B g B ^A f# ger-rev,B e ",14,11,"PROVERBS","014","005",28,"B g B ^A f B e ",18
"B g B ^A ger-rev,e ",10,4,"PROVERBS","014","007",28,"B g B ^A e ",17
"e B g B ^A g B e ",98,44,"PROVERBS","014","008",28,"e B g B ^A g B e ",17
"rev,g B ^A ger-rev,f# e ",3,2,"PROVERBS","014","010",28,"g B ^A f e ",17
"B g ^A g B e ",13,5,"PROVERBS","014","011",28,"B g ^A g B e ",16
"C B g ^A ger-rev,e ",4,4,"PROVERBS","014","012",28,"C B g ^A e ",17
"e B g B ^A ger-rev,B e ",39,14,"PROVERBS","014","014",28,"e B g B ^A B e ",13
"e g B ^A f# ger-rev,e ",20,8,"PROVERBS","014","017",28,"e g B ^A f e ",18
"e B B ^A ger-rev,f# e ",110,15,"PROVERBS","014","018",28,"e B ^A f e ",18
"e B g B ^A ger-rev,e f# e ",10,4,"PROVERBS","014","019",28,"e B g B ^A e f e ",17
"e f# ^A g B e ",82,18,"PROVERBS","014","021",28,"e f ^A g B e ",15
"e g B ^A f# ger-rev,B e ",22,12,"PROVERBS","014","022",28,"e g B ^A f B e ",16
"e g B ^A ger-rev,e ",27,6,"PROVERBS","014","023",28,"e g B ^A e ",18
"e B g B ^A g B e ",98,44,"PROVERBS","014","025",28,"e B g B ^A g B e ",17
"e B g ^A ger-rev,f# e ",54,12,"PROVERBS","014","026",28,"e B g ^A f e ",15
"e f# ^A f# ger-rev,f# e ",18,6,"PROVERBS","014","028",28,"e f ^A f e ",17
"B g ^A ger-rev,f# e ",10,3,"PROVERBS","014","029",28,"B g ^A f e ",17
"e B g B ^A g B e ",98,44,"PROVERBS","014","030",28,"e B g B ^A g B e ",15
"g B ^A g B e ",135,22,"PROVERBS","014","032",28,"g B ^A g B e ",17
"e B g B ^A f# ger-rev,e ",39,19,"PROVERBS","014","033",28,"e B g B ^A f e ",19
"e f# e ^A g B e ",8,3,"PROVERBS","014","034",28,"e f e ^A g B e ",16
"e g B ^A ger-rev,e ",27,6,"PROVERBS","015","001",28,"e g B ^A e ",16
"e B g B ^A f# ger-rev,f# e ",51,18,"PROVERBS","015","002",28,"e B g B ^A f e ",20
"e g B ^A ger-rev,f# e ",49,12,"PROVERBS","015","003",28,"e g B ^A f e ",15
"e rev,g B ^A g B e ",17,8,"PROVERBS","015","005",28,"e g B ^A g B e ",16
"e B g B ^A g B e ",98,44,"PROVERBS","015","007",28,"e B g B ^A g B e ",17
"e B g B ^A g B e ",98,44,"PROVERBS","015","009",28,"e B g B ^A g B e ",18
"e B g B ^A g B e ",98,44,"PROVERBS","015","010",28,"e B g B ^A g B e ",15
"B g B e ^A ger-rev,B e ",1,1,"PROVERBS","015","012",28,"B g B e ^A B e ",16
"B g B ^A ger,B e ",1,1,"PROVERBS","015","013",28,"B g B ^A B e ",17
"B g ^A f# ger-rev,f# e ",5,5,"PROVERBS","015","014",28,"B g ^A f e ",18
"e g B ^A f# ger-rev,f# e ",21,10,"PROVERBS","015","016",28,"e g B ^A f e ",16
"C B g ^A f# ger-rev,e ",4,1,"PROVERBS","015","017",28,"C B g ^A f e ",19
"B g B ^A f# ger-rev,f# e ",17,8,"PROVERBS","015","018",28,"B g B ^A f e ",17
"B g ^A f# ger-rev,f# e ",5,5,"PROVERBS","015","020",28,"B g ^A f e ",15
"g B ^A f# ger-rev,e ",36,5,"PROVERBS","015","021",28,"g B ^A f e ",19
"e B g B ^A g B e ",98,44,"PROVERBS","015","022",28,"e B g B ^A g B e ",16
"B g B ^A f# ger-rev,f# e ",17,8,"PROVERBS","015","024",28,"B g B ^A f e ",18
"B g f# ^A ger-rev,B e ",1,1,"PROVERBS","015","025",28,"B g f ^A B e ",15
"e B g B ^A g B e ",98,44,"PROVERBS","015","027",28,"e B g B ^A g B e ",17
"B g B ^A f# ger-rev,f# e ",17,8,"PROVERBS","015","028",28,"B g B ^A f e ",18
"e B g ^A g B e ",67,15,"PROVERBS","015","029",28,"e B g ^A g B e ",15
"e B g B ^A f# ger-rev,B e ",40,16,"PROVERBS","015","032",28,"e B g B ^A f B e ",19
"e f# ^A ger-rev,f# e ",87,21,"PROVERBS","016","001",28,"e f ^A f e ",16
"e g B ^A g B e ",66,20,"PROVERBS","016","002",28,"e g B ^A g B e ",15
"B B ^A ger-rev,e ",1,1,"PROVERBS","016","003",28,"B ^A e ",17
"e B g ^A f# ger-rev,B e ",9,3,"PROVERBS","016","005",28,"e B g ^A f B e ",16
"e B g B ^A f# ger-rev,B e ",40,16,"PROVERBS","016","006",28,"e B g B ^A f B e ",19
"e B g ^A ger-rev,f# e ",54,12,"PROVERBS","016","007",28,"e B g ^A f e ",14
"B g B ^A ger-rev,f# e ",20,10,"PROVERBS","016","009",28,"B g B ^A f e ",16
"C e ^A ger-rev,B e ",1,1,"PROVERBS","016","010",28,"C e ^A B e ",14
"C B g ^A ger-rev,e ",4,4,"PROVERBS","016","011",28,"C B g ^A e ",18
"e B g ^A g B e ",67,15,"PROVERBS","016","013",28,"e B g ^A g B e ",18
"e f# ^A g B e ",82,18,"PROVERBS","016","014",28,"e f ^A g B e ",17
"e f# ^A ger-rev,B e ",39,10,"PROVERBS","016","015",28,"e f ^A B e ",15
"e rev,f# ^A f# ger-rev,f# e ",4,1,"PROVERBS","016","016",28,"e f ^A f e ",18
"e f# ^A f# ger-rev,B e ",20,2,"PROVERBS","016","018",28,"e f ^A f B e ",16
"B g ^A f# ger-rev,e ",6,3,"PROVERBS","016","019",28,"B g ^A f e ",17
"e B g ^A g B e ",67,15,"PROVERBS","016","020",28,"e B g ^A g B e ",17
"e g B ^A f# ger-rev,f# e ",21,10,"PROVERBS","016","021",28,"e g B ^A f e ",20
"e B g B ^A g B e ",98,44,"PROVERBS","016","022",28,"e B g B ^A g B e ",18
"B g B ^A ger-rev,f# e ",20,10,"PROVERBS","016","023",28,"B g B ^A f e ",16
"e g ^A f# ger,f# e ",1,1,"PROVERBS","016","024",28,"e g ^A f e ",18
"C B g ^A ger-rev,e ",4,4,"PROVERBS","016","025",28,"C B g ^A e ",17
"B g B ^A e g B e ",2,1,"PROVERBS","016","026",28,"B g B ^A e g B e ",14
"B g B ^A ger-rev,B e ",13,9,"PROVERBS","016","027",28,"B g B ^A B e ",19
"B g B ^A ger-rev,f# e ",20,10,"PROVERBS","016","028",28,"B g B ^A f e ",16
"B g B ^A ger-rev,B e ",13,9,"PROVERBS","016","029",28,"B g B ^A B e ",18
"e B g B ^A f# ger-rev,f# e ",51,18,"PROVERBS","016","030",28,"e B g B ^A f e ",18
"e B B ^A f# ger-rev,e ",47,9,"PROVERBS","016","031",28,"e B ^A f e ",17
"C B g ^A f# ger-rev,f# e ",2,1,"PROVERBS","016","032",28,"C B g ^A f e ",18
"g B ^A ger-rev,e ",80,15,"PROVERBS","016","033",28,"g B ^A e ",16
"C B g ^A ger-rev,f# e ",1,1,"PROVERBS","017","001",28,"C B g ^A f e ",17
"e rev,g B ^A f# ger-rev,f# e ",5,1,"PROVERBS","017","002",28,"e g B ^A f e ",20
"e B g B ^A g B e ",98,44,"PROVERBS","017","003",28,"e B g B ^A g B e ",17
"g B ^A f# ger,f# e ",1,1,"PROVERBS","017","004",28,"g B ^A f e ",18
"e B g B ^A f# ger-rev,B e ",40,16,"PROVERBS","017","005",28,"e B g B ^A f B e ",18
"e B g B ^A g B e ",98,44,"PROVERBS","017","006",28,"e B g B ^A g B e ",19
"e B B ^A ger-rev,e f# e ",10,3,"PROVERBS","017","007",28,"e B ^A e f e ",19
"e B g B ^A e g B e ",3,2,"PROVERBS","017","008",28,"e B g B ^A e g B e ",20
"e g B ^A f# ger-rev,f# e ",21,10,"PROVERBS","017","009",28,"e g B ^A f e ",21
"B B ^A g B e ",7,2,"PROVERBS","017","010",28,"B ^A g B e ",15
"e ill,B B ^A ger-rev,e ",1,1,"PROVERBS","017","012",28,"e B ^A e ",15
"e B g B ^A f# ger-rev,e ",39,19,"PROVERBS","017","013",28,"e B g B ^A f e ",16
"B e g B ^A f# ger-rev,f# e ",2,1,"PROVERBS","017","014",28,"B e g B ^A f e ",18
"e B g B ^A f# ger-rev,e ",39,19,"PROVERBS","017","015",28,"e B g B ^A f e ",19
"e B B ^A g B e ",125,23,"PROVERBS","017","016",28,"e B ^A g B e ",17
"e g B ^A f# ger-rev,e ",20,8,"PROVERBS","017","017",28,"e g B ^A f e ",16
"e B g B ^A f# ger-rev,f# e ",51,18,"PROVERBS","017","018",28,"e B g B ^A f e ",19
"B e g B ^A f# ger-rev,e ",3,3,"PROVERBS","017","019",28,"B e g B ^A f e ",18
"e g B ^A f# ger-rev,f# e ",21,10,"PROVERBS","017","020",28,"e g B ^A f e ",18
"e B g B ^A ger-rev,B e ",39,14,"PROVERBS","017","021",28,"e B g B ^A B e ",16
"B g B ^A f# ger-rev,e ",13,8,"PROVERBS","017","022",28,"B g B ^A f e ",19
"B g B ^A ger-rev,f# e ",20,10,"PROVERBS","017","023",28,"B g B ^A f e ",15
"e B B ^A f# ger-rev,e ",47,9,"PROVERBS","017","024",28,"e B ^A f e ",16
"B g B ^A ger-rev,e ",10,4,"PROVERBS","017","025",28,"B g B ^A e ",15
"C B B ^A g B e ",11,4,"PROVERBS","017","026",28,"C B ^A g B e ",17
"e B g B ^A ger-rev,B e ",39,14,"PROVERBS","017","027",28,"e B g B ^A B e ",18
"C B g B ^A g B e ",4,2,"PROVERBS","017","028",28,"C B g B ^A g B e ",18
"g B ^A ger-rev,e ",80,15,"PROVERBS","018","001",28,"g B ^A e ",17
"e g B ^A e f# e ",10,2,"PROVERBS","018","003",28,"e g B ^A e f e ",13
"B g B ^A f# ger-rev,B e ",14,11,"PROVERBS","018","004",28,"B g B ^A f B e ",18
"e B B ^A f# ger-rev,e ",47,9,"PROVERBS","018","005",28,"e B ^A f e ",16
"e B g B e ^A ger-rev,e f# e ",1,1,"PROVERBS","018","006",28,"e B g B e ^A e f e ",18
"e g ^A ger-rev,f# e ",9,2,"PROVERBS","018","007",28,"e g ^A f e ",14
"e B g e ^A ger-rev,f# e ",6,2,"PROVERBS","018","008",28,"e B g e ^A f e ",17
"g B ^A f# ger-rev,B e ",20,5,"PROVERBS","018","009",28,"g B ^A f B e ",15
"e g B ^A e g B e ",5,2,"PROVERBS","018","010",28,"e g B ^A e g B e ",14
"B g B ^A f# ger-rev,e ",13,8,"PROVERBS","018","011",28,"B g B ^A f e ",17
"e B g B ^A f# ger-rev,e ",39,19,"PROVERBS","018","013",28,"e B g B ^A f e ",17
"e g B ^A f# ger-rev,B e ",22,12,"PROVERBS","018","014",28,"e g B ^A f B e ",21
"e B g B ^A g B e ",98,44,"PROVERBS","018","016",28,"e B g B ^A g B e ",16
"e B B ^A e ger-rev,e ",4,1,"PROVERBS","018","017",28,"e B ^A e ",17
"g B ^A g B e ",135,22,"PROVERBS","018","018",28,"g B ^A g B e ",15
"e B g B ^A g B e ",98,44,"PROVERBS","018","020",28,"e B g B ^A g B e ",16
"B g ^A ger-rev,f# e ",10,3,"PROVERBS","018","021",28,"B g ^A f e ",18
"e B g B ^A f# ger-rev,e ",39,19,"PROVERBS","018","022",28,"e B g B ^A f e ",15
"B g ^A f# ger-rev,f# e ",5,5,"PROVERBS","018","024",28,"B g ^A f e ",16
"e g B ^A f# ger-rev,B e ",22,12,"PROVERBS","019","001",28,"e g B ^A f B e ",17
"e B g B ^A ger-rev,f# e ",74,31,"PROVERBS","019","003",28,"e B g B ^A f e ",18
"B g B ^A f# ger-rev,B e ",14,11,"PROVERBS","019","005",28,"B g B ^A f B e ",19
"f# qad,e rev,C B g B ^A g B e ",1,1,"PROVERBS","019","007",28,"f e C B g B ^A g B e ",29
"e g B ^A f# ger-rev,e ",20,8,"PROVERBS","019","008",28,"e g B ^A f e ",15
"e B B ^A ger-rev,e C ill,e ",1,1,"PROVERBS","019","010",28,"e B ^A e C e ",18
"B g B ^A ger-rev,B e ",13,9,"PROVERBS","019","011",28,"B g B ^A B e ",18
"B g B ^A g B e ",29,16,"PROVERBS","019","012",28,"B g B ^A g B e ",16
"B g B ^A ger-rev,f# e ",20,10,"PROVERBS","019","014",28,"B g B ^A f e ",18
"g B ^A g B e ",135,22,"PROVERBS","019","015",28,"g B ^A g B e ",15
"e B g B ^A g B e ",98,44,"PROVERBS","019","016",28,"e B g B ^A g B e ",15
"e B g B ^A ger-rev,f# e ",74,31,"PROVERBS","019","018",28,"e B g B ^A f e ",19
"e g B ^A f# ger-rev,B e ",22,12,"PROVERBS","019","019",28,"e g B ^A f B e ",16
"e B B ^A f# ger-rev,B e ",18,2,"PROVERBS","019","021",28,"e B ^A f B e ",17
"e B B ^A e ger,f# e ",1,1,"PROVERBS","019","022",28,"e B ^A e f e ",14
"e B B ^A f# ger-rev,f# e ",20,3,"PROVERBS","019","023",28,"e B ^A f e ",18
"B g B ^A f# ger-rev,f# e ",17,8,"PROVERBS","019","025",28,"B g B ^A f e ",19
"e g B ^A ger-rev,f# e ",49,12,"PROVERBS","019","026",28,"e g B ^A f e ",14
"e g B ^A ger-rev,e ",27,6,"PROVERBS","019","027",28,"e g B ^A e ",16
"B g B ^A f# ger-rev,e ",13,8,"PROVERBS","019","028",28,"B g B ^A f e ",19
"B g B ^A f# ger-rev,B e ",14,11,"PROVERBS","020","001",28,"B g B ^A f B e ",15
"e B g B ^A ger-rev,e ",27,7,"PROVERBS","020","003",28,"e B g B ^A e ",15
"B g B ^A g B e ",29,16,"PROVERBS","020","005",28,"B g B ^A g B e ",18
"e rev,g B ^A f# ger-rev,B e ",4,3,"PROVERBS","020","006",28,"e g B ^A f B e ",16
"rev,f# ^A g B e ",3,2,"PROVERBS","020","008",28,"f ^A g B e ",16
"e g B ^A ger-rev,e ",27,6,"PROVERBS","020","009",28,"e g B ^A e ",15
"B g B ^A f# ger-rev,e ",13,8,"PROVERBS","020","010",28,"B g B ^A f e ",19
"B g B ^A ger-rev,f# e ",20,10,"PROVERBS","020","012",28,"B g B ^A f e ",18
"e B g ^A g B e e ",1,1,"PROVERBS","020","013",28,"e B g ^A g B e ",19
"B g ^A f# ger-rev,e ",6,3,"PROVERBS","020","015",28,"B g ^A f e ",16
"e g B ^A g B e ",66,20,"PROVERBS","020","016",28,"e g B ^A g B e ",16
"e B g B ^A ger-rev,e f# e ",10,4,"PROVERBS","020","017",28,"e B g B ^A e f e ",18
"e g B ^A f# ger-rev,B e ",22,12,"PROVERBS","020","019",28,"e g B ^A f B e ",17
"g B ^A e f# ger-rev,f# e ",4,1,"PROVERBS","020","020",28,"g B ^A e f e ",17
"e f# ^A f# ger-rev,B e ",20,2,"PROVERBS","020","022",28,"e f ^A f B e ",16
"e B g B ^A g B e ",98,44,"PROVERBS","020","023",28,"e B g B ^A g B e ",17
"e f# ^A ger-rev,f# e ",87,21,"PROVERBS","020","024",28,"e f ^A f e ",15
"e B g B ^A g B e ",98,44,"PROVERBS","020","026",28,"e B g B ^A g B e ",18
"B g B ^A ger-rev,e ",10,4,"PROVERBS","020","027",28,"B g B ^A e ",14
"B g ^A g B e ",13,5,"PROVERBS","020","028",28,"B g ^A g B e ",17
"e B g ^A e g B e ",5,1,"PROVERBS","021","001",28,"e B g ^A e g B e ",20
"g B ^A g B e ",135,22,"PROVERBS","021","003",28,"g B ^A g B e ",16
"e g ^A g B e ",9,2,"PROVERBS","021","004",28,"e g ^A g B e ",12
"e B g ^A ger-rev,e ",52,5,"PROVERBS","021","005",28,"e B g ^A e ",16
"e f# ^A f# ger-rev,f# e ",18,6,"PROVERBS","021","007",28,"e f ^A f e ",16
"e ill,B B ^A ger-rev,f# e ",2,1,"PROVERBS","021","008",28,"e B ^A f e ",15
"rev,f# ^A f# ger-rev,f# e ",2,2,"PROVERBS","021","009",28,"f ^A f e ",18
"e g ^A f# ger-rev,e ",6,2,"PROVERBS","021","011",28,"e g ^A f e ",17
"e B g B ^A g B e ",98,44,"PROVERBS","021","012",28,"e B g B ^A g B e ",16
"e B g ^A e f# ger-rev,B e ",2,1,"PROVERBS","021","013",28,"e B g ^A e f B e ",18
"e B g ^A f# ger-rev,f# e ",16,6,"PROVERBS","021","014",28,"e B g ^A f e ",17
"e B g B ^A ger-rev,B e ",39,14,"PROVERBS","021","015",28,"e B g B ^A B e ",18
"e rev,g B ^A g B e ",17,8,"PROVERBS","021","016",28,"e g B ^A g B e ",17
"B g B ^A f# e ger-rev,B e ",1,1,"PROVERBS","021","017",28,"B g B ^A f e B e ",18
"B B ^A g B e ",7,2,"PROVERBS","021","018",28,"B ^A g B e ",15
"rev,f# e ^A g B e ",1,1,"PROVERBS","021","019",28,"f e ^A g B e ",17
"e C B g B ^A g B e ",6,2,"PROVERBS","021","020",28,"e C B g B ^A g B e ",19
"g B ^A f# ger-rev,f# e ",15,4,"PROVERBS","021","021",28,"g B ^A f e ",18
"B g B ^A ger-rev,B e ",13,9,"PROVERBS","021","022",28,"B g B ^A B e ",15
"e B g ^A g B e ",67,15,"PROVERBS","021","023",28,"e B g ^A g B e ",13
"B g B ^A ger-rev,f# e ",20,10,"PROVERBS","021","024",28,"B g B ^A f e ",13
"e B B ^A e g B e ",6,2,"PROVERBS","021","025",28,"e B ^A e g B e ",18
"e g B ^A f# ger-rev,B e ",22,12,"PROVERBS","021","026",28,"e g B ^A f B e ",18
"B g ^A ger-rev,e f# e ",1,1,"PROVERBS","021","027",28,"B g ^A e f e ",17
"e f# ^A f# ger-rev,f# e ",18,6,"PROVERBS","021","028",28,"e f ^A f e ",17
"e ill,B B ^A ger-rev,C ill,e ",2,1,"PROVERBS","021","029",28,"e B ^A C e ",16
"B g B ^A f# ger-rev,B e ",14,11,"PROVERBS","021","030",28,"B g B ^A f B e ",17
"rev,g B ^A ger,e rev,e ",1,1,"PROVERBS","021","031",28,"g B ^A e ",14
"e B g B ^A f# ger-rev,B e ",40,16,"PROVERBS","022","001",28,"e B g B ^A f B e ",16
"e B B ^A g B e ",125,23,"PROVERBS","022","002",28,"e B ^A g B e ",13
"e C B B ^A ger-rev,f# e ",8,2,"PROVERBS","022","003",28,"e C B ^A f e ",19
"B g B ^A g B e ",29,16,"PROVERBS","022","004",28,"B g B ^A g B e ",17
"e B g B ^A f# ger-rev,f# e ",51,18,"PROVERBS","022","005",28,"e B g B ^A f e ",17
"e B g B ^A f# ger-rev,f# e ",51,18,"PROVERBS","022","006",28,"e B g B ^A f e ",19
"g B ^A f# ger-rev,B e ",20,5,"PROVERBS","022","007",28,"g B ^A f B e ",16
"e B g ^A g B e ",67,15,"PROVERBS","022","008",28,"e B g ^A g B e ",17
"e g B ^A e g B e ",5,2,"PROVERBS","022","009",28,"e g B ^A e g B e ",15
"e f# ^A f# ger-rev,f# e ",18,6,"PROVERBS","022","011",28,"e f ^A f e ",14
"e B g B ^A ger-rev,f# e ",74,31,"PROVERBS","022","012",28,"e B g B ^A f e ",15
"e B g B ^A f# ger-rev,e ",39,19,"PROVERBS","022","013",28,"e B g B ^A f e ",17
"e B g B ^A f# ger-rev,e ",39,19,"PROVERBS","022","014",28,"e B g B ^A f e ",15
"g B ^A f# ger-rev,f# e ",15,4,"PROVERBS","022","015",28,"g B ^A f e ",21
"B e g B ^A f# ger-rev,e ",3,3,"PROVERBS","022","016",28,"B e g B ^A f e ",16
"f# rev,g B ^A ger-rev,f# e ",1,1,"PROVERBS","022","017",28,"f g B ^A f e ",19
"e g e B ^A f# ger-rev,e ",1,1,"PROVERBS","022","018",28,"e g e B ^A f e ",21
"e B g ^A g B e ",67,15,"PROVERBS","022","019",28,"e B g ^A g B e ",18
"e C B g ^A g B e ",3,1,"PROVERBS","022","020",28,"e C B g ^A g B e ",17
"e rev,g B ^A f# f# ger-rev,e ",1,1,"PROVERBS","022","021",28,"e g B ^A f e ",23
"e g B ^A g B e ",66,20,"PROVERBS","022","022",28,"e g B ^A g B e ",17
"e g B ^A g B e ",66,20,"PROVERBS","022","023",28,"e g B ^A g B e ",16
"e g B ^A f# ger,B e ",1,1,"PROVERBS","022","024",28,"e g B ^A f B e ",15
"e f# ^A g B e ",82,18,"PROVERBS","022","025",28,"e f ^A g B e ",17
"e f# e ^A ger-rev,e ",2,2,"PROVERBS","022","026",28,"e f e ^A e ",13
"e f# ^A f# f# ger-rev,e ",3,1,"PROVERBS","022","027",28,"e f ^A f e ",18
"e g B ^A g B e ",66,20,"PROVERBS","022","028",28,"e g B ^A g B e ",15
"e paz,C zar,C rev,e f# ^A ger,f# e ",1,1,"PROVERBS","022","029",28,"e C e f ^A f e ",27
"e g B ^A f# ger-rev,f# e ",21,10,"PROVERBS","023","001",28,"e g B ^A f e ",18
"e g ^A ger-rev,B e ",2,1,"PROVERBS","023","003",28,"e g ^A B e ",15
"e f# e ^A e f# e ",3,1,"PROVERBS","023","004",28,"e f e ^A e f e ",13
"e rev,g B ^A ger-rev,e ",2,1,"PROVERBS","023","006",28,"e g B ^A e ",18
"C f# rev,ole,f# B g B ^A ger-rev,e ",1,1,"PROVERBS","023","007",28,"C f B g B ^A e ",23
"e f# ^A ger-rev,f# e ",87,21,"PROVERBS","023","008",28,"e f ^A f e ",20
"e B g ^A ger-rev,B e ",35,10,"PROVERBS","023","009",28,"e B g ^A B e ",18
"e g B ^A f# ger-rev,e ",20,8,"PROVERBS","023","010",28,"e g B ^A f e ",16
"e B B ^A ger-rev,e ",84,14,"PROVERBS","023","012",28,"e B ^A e ",18
"e B B ^A e f# ger-rev,B e ",3,2,"PROVERBS","023","013",28,"e B ^A e f B e ",18
"g B ^A g B e ",135,22,"PROVERBS","023","015",28,"g B ^A g B e ",15
"e f# ^A f# ger-rev,e ",42,8,"PROVERBS","023","016",28,"e f ^A f e ",17
"e B g ^A f# ger-rev,e ",24,4,"PROVERBS","023","017",28,"e B g ^A f e ",20
"e B B ^A g B e ",125,23,"PROVERBS","023","019",28,"e B ^A g B e ",18
"e f# e ^A g B e ",8,3,"PROVERBS","023","020",28,"e f e ^A g B e ",16
"e B g ^A ger-rev,f# e ",54,12,"PROVERBS","023","021",28,"e B g ^A f e ",16
"e B g ^A g B e ",67,15,"PROVERBS","023","023",28,"e B g ^A g B e ",16
"B g B ^A f# ger-rev,e ",13,8,"PROVERBS","023","024",28,"B g B ^A f e ",15
"e B B ^A f# ger-rev,e ",47,9,"PROVERBS","023","027",28,"e B ^A f e ",15
"e g B ^A ger-rev,f# e ",49,12,"PROVERBS","023","028",28,"e g B ^A f e ",16
"e qad,f# d paz,C qad,f# rev,g B ^A ger-rev,f# e ",1,1,"PROVERBS","023","029",28,"e f d C f g B ^A f e ",33
"e f# tsi,d ole,f# e B B ^A ger-rev,e ",1,1,"PROVERBS","023","031",28,"e f d f e B ^A e ",23
"g B ^A e f# e ",15,3,"PROVERBS","023","032",28,"g B ^A e f e ",15
"g B ^A ger-rev,f# e ",124,24,"PROVERBS","023","033",28,"g B ^A f e ",16
"e f# tsi,rev,ole,f# f# ^A ger-rev,f# e ",1,1,"PROVERBS","023","035",28,"e f ^A f e ",26
"e g B ^A ger-rev,f# e ",49,12,"PROVERBS","024","001",28,"e g B ^A f e ",17
"g B ^A ger-rev,e ",80,15,"PROVERBS","024","003",28,"g B ^A e ",15
"g B ^A g B e ",135,22,"PROVERBS","024","004",28,"g B ^A g B e ",16
"e f# ^A e ger-rev,e ",3,1,"PROVERBS","024","005",28,"e f ^A e ",15
"B g B ^A ger-rev,B e ",13,9,"PROVERBS","024","006",28,"B g B ^A B e ",20
"e f# ^A ger-rev,f# e ",87,21,"PROVERBS","024","008",28,"e f ^A f e ",16
"e B B ^A g B e ",125,23,"PROVERBS","024","009",28,"e B ^A g B e ",15
"g f# rev,B e ",3,1,"PROVERBS","024","010",28,"g f B e ",12
"e rev,tsi,d ole,f# e zar,C qad,e rev,B g B ^A g B e ",1,1,"PROVERBS","024","012",28,"e d f e C e B g B ^A g B e ",37
"e B g B ^A e f# e ",8,2,"PROVERBS","024","015",28,"e B g B ^A e f e ",16
"C qad,B B ^A ger-rev,f# e ",1,1,"PROVERBS","024","016",28,"C B ^A f e ",18
"e B g ^A ger-rev,f# e ",54,12,"PROVERBS","024","017",28,"e B g ^A f e ",18
"e B g B ^A g B e ",98,44,"PROVERBS","024","018",28,"e B g B ^A g B e ",18
"C B B ^A g B e ",11,4,"PROVERBS","024","020",28,"C B ^A g B e ",15
"e B B ^A ger-rev,e ",84,14,"PROVERBS","024","021",28,"e B ^A e ",17
"e f# ^A e g B e ",12,3,"PROVERBS","024","023",28,"e f ^A e g B e ",16
"C qad,tsi,d f# f# ^A f# e ",1,1,"PROVERBS","024","024",28,"C d f ^A f e ",21
"e f# ^A ger-rev,f# e ",87,21,"PROVERBS","024","025",28,"e f ^A f e ",16
"e f# ^A ger-rev,f# e ",87,21,"PROVERBS","024","026",28,"e f ^A f e ",14
"e B B ^A ger-rev,e ",84,14,"PROVERBS","024","028",28,"e B ^A e ",19
"e rev,B e g C e ^A g B e ",1,1,"PROVERBS","024","029",28,"e B e g C e ^A g B e ",22
"e B B ^A ger-rev,f# e ",110,15,"PROVERBS","024","030",28,"e B ^A f e ",18
"e B g B ^A ger-rev,f# e ",74,31,"PROVERBS","024","032",28,"e B g B ^A f e ",19
"e B g B ^A shl,g B e ",6,2,"PROVERBS","024","033",28,"e B g B ^A g B e ",18
"e f# ^A ger-rev,B e ",39,10,"PROVERBS","024","034",28,"e f ^A B e ",17
"e B g B ^A f# ger-rev,B e ",40,16,"PROVERBS","025","002",28,"e B g B ^A f B e ",18
"e B g B ^A f# ger-rev,B e ",40,16,"PROVERBS","025","003",28,"e B g B ^A f B e ",19
"e f# ^A f# ger-rev,e ",42,8,"PROVERBS","025","006",28,"e f ^A f e ",18
"C f# rev,e ole,f# g B B ^A g B e ",1,1,"PROVERBS","025","007",28,"C f e f g B ^A g B e ",25
"g B ^A g B e ",135,22,"PROVERBS","025","009",28,"g B ^A g B e ",14
